offer date,IPO name,ticker,CUSIP,Rollup,VC,Dual,Internet,Post-issue shares,CRSP perm,Founding,Unnamed: 11,Unnamed: 12,Unnamed: 13,SPAC IPO ,Date of IPO,IS_SPAC
20211109,Apeiron Capital Investment Cor,APN.U,03752A200,0,0,1,0,18750000,22439,2020,,,,Apeiron Capital Investment Corp.,11/8/2021,True
20211109,DP Cap Acquisition Corp I,DPCSU,G2R05B118,0,0,1,0,25000000,22543,2021,,,,DP Cap Acquisition Corp. I,11/8/2021,True
20211109,Green Visor Financial Technolo,GVCIU,G4166K118,0,0,1,0,21750000,22560,2021,,,,Green Visor Financial Technology Acquisition Corp. I,11/8/2021,True
20211109,Hunt Companies Acquisition Cor,HTAQ.,G46482116,0,0,1,0,25000000,22501,2021,,,,Hunt Companies Acquisition Corp. I,11/8/2021,True
20211109,OmniLit Acquisition Corp.,OLITU,68218C207,0,0,1,0,16666667,22676,2021,,,,OmniLit Acquisition Corp.,11/8/2021,True
20211110,Arena Fortify Acquisition Corp,AFACU,04005A203,0,0,1,0,18750000,22522,2021,,,,Arena Fortify Acquisition Corp.,11/9/2021,True
20211110,Ascendant Digital Acquisition,ACDI.,G05157121,0,0,1,0,32625000,22500,2021,,,,Ascendant Digital Acquisition Corp. III,11/9/2021,True
20211110,Blockchain Coinvestors Acquisi,BCSAU,G11765123,0,0,1,0,36044000,22529,2021,,,,Blockchain Coinvestors Acquisition Corp. I,11/9/2021,True
20211110,Chain Bridge I,CBRGU,G2061X128,0,0,1,0,25000000,22531,2021,,,,Chain Bridge I,11/9/2021,True
20211110,RCF Acquisition Corp,RCFA.,G7330C128,0,0,1,0,25000000,22506,2021,,,,RCF Acquisition Corp.,11/9/2021,True
20211111,LAMF Global Ventures Corp I,LGVCU,G5338L116,0,0,1,0,30373333,22567,2021,,,,LAMF Global Ventures Corp. I,11/10/2021,True
20211111,VMG Consumer Acquisition Corp,VMGAU,91842V201,0,0,1,0,25000000,22690,2021,,,,VMG Consumer Acquisition Corp.,11/10/2021,True
20211112,Integrated Rail & Resources Ac,IRRX.,45827R205,0,0,1,0,25000000,22722,2021,,,,Integrated Rail & Resources Acquisition Corp.,11/11/2021,True
20211112,Mountain Crest Acquisition Cor,MCAGU,62404B206,0,0,1,0,7882900,22574,2021,,,,Mountain Crest Acquisition Corp. V,11/11/2021,True
20211116,Energem Corp,ENCPU,G30449113,0,0,1,0,12975575,22645,2021,,,,Energem Corp.,11/15/2021,True
20211117,LF Capital Acquisition Corp II,LFACU,50200K207,0,0,1,0,28125000,.,2021,,,,LF Capital Acquisition Corp.,6/22/2018,True
20211117,Nabors Energy Transition Corp.,NETC.,629567207,0,0,1,0,30000000,22726,2021,,,,Nabors Energy Transition Corp.,11/16/2021,True
20211117,Seaport Global Acquisition II,SGIIU,81221H204,0,0,1,0,12500000,22600,2021,,,,Seaport Global Acquisition II Corp.,11/17/2021,True
20211117,ShoulderUP Technology Acquisit,SUAC.,82537G203,0,0,1,0,37040000,22738,2021,,,,ShoulderUp Technology Acquisition Corp.,11/16/2021,True
20211118,Arisz Acquisition Corp.,ARIZU,040450207,0,0,1,0,7753889,22527,2021,,,,Arisz Acquisition Corp.,11/17/2021,True
20211118,bleuacacia ltd,BLEUU,G11728121,0,0,1,0,30000000,22631,2021,,,,bleuacacia Ltd.,11/17/2021,True
20211119,ALSP Orchid Acquisition Corp I,ALORU,G0231L115,0,0,1,0,19575000,22624,2021,,,,ALSP Orchid Acquisition Corp. I,11/18/2021,True
20211119,Crescera Capital Acquisition C,CRECU,G26507122,0,0,1,0,23333333,22641,2021,,,,Crescera Capital Acquisition Corp.,11/18/2021,True
20211119,FTAC Zeus Acquisition Corp.,ZINGU,30320F205,0,0,1,0,48933333,22694,2021,,,,FTAC Zeus Acquisition Corp.,11/18/2021,True
20211119,InFinT Acquisition Corp,IFINU,G47862118,0,0,1,0,22463446,22748,2021,,,,InFinT Acquisition Corp.,11/18/2021,True
20211119,Infinite Acquisition Corp.,NFNT.,G48028115,0,0,1,0,30000000,22749,2021,,,,Infinite Acquisition Corp.,11/18/2021,True
20211122,8i Acquisition 2 Corp,LAXXU,G2956R111,0,0,1,0,9644750,22565,2021,,,,8i Acquisition 2 Corp.,11/22/2021,True
20211122,Legato Merger Corp II,LGTOU,52473Y203,0,0,1,0,31285000,22566,2021,,,,Legato Merger Corp. II,11/22/2021,True
20211123,Mana Capital Acquisition Corp,MAAQU,56168P203,0,0,1,0,7750000,.,2021,,,,Mana Capital Acquisition Corp.,11/22/2021,True
20211123,Vahanna Tech Edge Acq I,VHNAU,G9320Z125,0,0,1,0,21750000,22688,2021,,,,Vahanna Tech Edge Acquisition I Corp.,11/23/2021,True
20211124,Beard Energy Transition Acquis,BRD.U,07402Q200,0,0,1,0,25002500,22704,2021,,,,Beard Energy Transition Acquisition Corp.,11/23/2021,True
20211124,Everest Consolidator Acquisiti,MNTN.,29978K201,0,0,1,0,18750000,22715,2021,,,,Everest Consolidator Acquisition Corp.,11/23/2021,True
20211130,Canna-Global Acquisition Corp,CNGLU,13767K200,0,0,1,0,25762500,22640,2021,,,,Canna-Global Acquisition Corp.,11/29/2021,True
20211201,Capitalworks Emerging Markets,CMCAU,G1889L118,0,0,1,0,25000000,22639,2021,,,,Capitalworks Emerging Markets Acquisition Corp.,11/30/2021,True
20211201,PROOF Acquisition Corp I,PACI.,74349W203,0,0,1,0,30000000,22731,2021,,,,PROOF Acquisition Corp. I,11/30/2021,True
20211201,Roth CH Acquisition V Co,ROCLU,77867R209,0,0,1,0,5212000,22678,2020,,,,Roth CH Acquisition V Co.,11/30/2021,True
20211201,TLGY Acquisition Corp,TLGYU,G8656T117,0,0,1,0,25000000,22685,2021,,,,TLGY Acquisition Corp.,11/30/2021,True
20211202,Games & Esports Experience Acq,GEEXU,G3731J101,0,0,1,0,21875000,22651,2021,,,,Games & Esports Experience Acquisition Corp.,12/1/2021,True
20211202,ROC Energy Acquisition Corp,ROCAU,77118V207,0,0,1,0,23395000,22596,2021,,,,ROC Energy Acquisition Corp.,12/1/2021,True
20211202,UTA Acquisition Corp,UTAAU,G9473A125,0,0,1,0,25000000,22687,2021,,,,UTA Acquisition Corp.,12/1/2021,True
20211203,BioPlus Acquisition Corp,BIOSU,G11217109,0,0,1,0,25560000,22630,2021,,,,BioPlus Acquisition Corp.,12/2/2021,True
20211203,Blue Ocean Acquisition Corp,BOCNU,G1330L113,0,0,1,0,20625000,22632,2021,,,,Blue Ocean Acquisition Corp.,12/2/2021,True
20211203,Bullpen Parlay Acquisition Co,BPACU,G1792A126,0,0,1,0,25000000,22633,2021,,,,Bullpen Parlay Acquisition Co.,12/2/2021,True
20211203,ST Energy Transition I Ltd,STET.,G8465L123,0,0,1,0,26250000,22755,2021,,,,ST Energy Transition I Ltd.,12/2/2021,True
20211207,APx Acquisition Corp I,APXIU,G0440J117,0,0,1,0,18750000,22628,2021,,,,APx Acquisition Corp. I,12/6/2021,True
20211207,Crypto 1 Acquisition Corp,DAOOU,G3168A128,0,0,1,0,25000000,22642,2021,,,,Crypto 1 Acquisition Corp.,12/7/2021,True
20211207,Globalink Investment Inc,GLLIU,37892F208,0,0,1,0,13017500,22556,2021,,,,Globalink Investment Inc.,12/6/2021,True
20211207,Jupiter Wellness Acquisition C,JWACU,48208E207,0,0,1,0,15815000,22663,2021,,,,Jupiter Wellness Acquisition Corp.,12/6/2021,True
20211207,Motive Capital Corp II,MTVC.,G6293R122,0,0,1,0,37500000,22751,2021,,,,Motive Capital Corp. II,12/6/2021,True
20211209,Emerging Markets Horizon Corp,HORIU,G3033X113,0,0,1,0,31250000,22658,2021,,,,Emerging Markets Horizon Corp.,12/8/2021,True
20211209,Genesis Growth Tech Acquisitio,GGAAU,G3R23D110,0,0,1,0,27500000,22653,2021,,,,Genesis Growth Tech Acquisition Corp.,12/8/2021,True
20211209,Inception Growth Acquisition L,IGTAU,45333D203,0,0,1,0,11300000,22661,2021,,,,Inception Growth Acquisition Ltd.,12/8/2021,True
20211209,Integrated Wellness Acquisitio,WEL.U,G4828B126,0,0,1,0,12500000,22750,2021,,,,Integrated Wellness Acquisition Corp.,12/8/2021,True
20211209,Jackson Acquisition Co,RJAC.,46653C205,0,0,1,0,25000000,22723,2021,,,,Jackson Acquisition Co.,12/8/2021,True
20211209,Sculptor Acquisition Corp I,SCUA.,G7T983129,0,0,1,0,25750000,22754,2021,,,,Sculptor Acquisition Corp. I,12/8/2021,True
20211209,Target Global Acquisition I Co,TGAAU,G8675N117,0,0,1,0,25000000,22683,2021,,,,Target Global Acquisition I Corp.,12/8/2021,True
20211210,Athena Technology Acquisition,ATEK.,04687C204,0,0,1,0,34700000,22703,2021,,,,Athena Technology Acquisition Corp. II,12/9/2021,True
20211210,Financial Strategies Acquisiti,FXCOU,31772T206,0,0,1,0,11659275,22647,2020,,,,Financial Strategies Acquisition Corp.,12/9/2021,True
20211210,Forbion European Acquisition C,FRBNU,G3619H128,0,0,1,0,13750000,22774,2021,,,,Forbion European Acquisition Corp.,12/9/2021,True
20211210,Growth for Good Acquisition Co,GFGDU,G41522122,0,0,1,0,28234000,22652,2021,,,,Growth For Good Acquisition Corp.,12/9/2021,True
20211210,Healthcare AI Acquisition Corp,HAIAU,G4373K125,0,0,1,0,25000000,22654,2021,,,,Healthcare AI Acquisition Corp.,12/9/2021,True
20211210,Power & Digital Infrastructure,XPDBU,73919C209,0,0,1,0,31250000,22693,2021,,,,Power & Digital Infrastructure Acquisition II Corp.,12/9/2021,True
20211210,Southport Acquisition Corp,PORT.,84465L204,0,0,1,0,25000000,22742,2021,,,,Southport Acquisition Corp.,12/9/2021,True
20211210,Trajectory Alpha Acquisition C,TCOA.,89301B203,0,0,1,0,18750000,22746,2021,,,,Trajectory Alpha Acquisition Corp.,12/9/2021,True
20211213,BurTech Acquisition Corp.,BRKHU,123013203,0,0,1,0,34429500,22635,2021,,,,BurTech Acquisition Corp.,12/10/2021,True
20211214,Kairous Acquisition Corp Ltd,KACLU,G52131102,0,0,1,0,9760643,22666,2021,,,,Kairous Acquisition Corp. Ltd.,12/13/2021,True
20211215,Ahren Acquisition Corp.,AHRNU,G01322117,0,0,1,0,34375000,22759,2021,,,,Ahren Acquisition Corp.,12/14/2021,True
20211215,Battery Future Acquisition Cor,BFAC.,G0888J116,0,0,1,0,37500000,22874,2021,,,,Battery Future Acquisition Corp.,12/14/2021,True
20211215,EVe Mobility Acquisition Corp,EVE.U,G3218G125,0,0,1,0,30413333,22877,2021,,,,EVe Mobility Acquisition Corp.,12/14/2021,True
20211215,Investcorp Europe Acquisition,IVCBU,G4923T121,0,0,1,0,37500000,22777,2021,,,,Investcorp Europe Acquisition Corp. I,12/14/2021,True
20211215,Pearl Holdings Acquisition Cor,PRLHU,G44525122,0,0,1,0,21875000,22790,2021,,,,Pearl Holdings Acquisition Corp.,12/14/2021,True
20211215,Swiftmerge Acquisition Corp,IVCPU,G63836129,0,0,1,0,27187500,22778,2021,,,,Swiftmerge Acquisition Corp.,12/14/2021,True
20211216,Ault Disruptive Technologies C,ADRT.,05150A203,0,0,1,0,12500000,22810,2021,,,,Ault Disruptive Technologies Corp.,12/15/2021,True
20211216,CF Acquisition Corp. VII,CFFSU,12521H206,0,0,1,0,22325000,22769,2020,,,,CF Acquisition Corp. VII,12/15/2021,True
20211216,FTAC Emerald Acquisition Corp,EMLDU,29103K209,0,0,1,0,30520000,22773,2021,,,,FTAC Emerald Acquisition Corp.,12/15/2021,True
20211216,Spree Acquisition Corp. 1 Ltd,SHAP.,G83745110,0,0,1,0,22735000,22878,2021,,,,Spree Acquisition Corp. 1 Ltd,12/15/2021,True
20211217,AP Acquisition Corp,APCA.,G04058122,0,0,1,0,18750000,22873,2021,,,,AP Acquisition Corp.,12/16/2021,True
20211217,Revelstone Capital Acquisition,RCACU,76137R205,0,0,1,0,18750000,22791,2021,,,,Revelstone Capital Acquisition Corp.,12/16/2021,True
20211221,Larkspur Health Acquisition Co,LSPRU,51724W206,0,0,1,0,9692600,.,2021,,,,Larkspur Health Acquisition Corp.,12/20/2021,True
20211221,Sagaliam Acquisition Corp,SAGAU,78661R205,0,0,1,0,12970000,22792,2021,,,,Sagaliam Acquisition Corp.,12/20/2021,True
20211222,Gardiner Healthcare Acquisitio,GDNRU,365506203,0,0,1,0,9375000,22650,2021,,,,Gardiner Healthcare Acquisitions Corp.,12/21/2021,True
